#,Title,Authors,Year,Journal,DOI,Tier,Source
130,Automation of Patient Trajectory Management: A deep-learning system for critical care outreach,"Kennedy, Georgina",2021,"UNSW, Sydney",10.26190/unsworks/1949,tier1,core
131,"BETTER TOGETHER, AGAIN",James A. Mead; Rebecca A. VanMeter,2021,Marketing Education Review,10.1080/10528008.2021.1923393,,semantic_scholar
132,Barriers and facilitators to engagement with artificial intelligence (AI)-based chatbots for sexual and reproductive health advice: a qualitative analysis,Tom Nadarzynski; Vannesa Puentes; Izabela Pawlak; Tânia Kátia de Araújo Mendes; Ian Montgomery et al.,2021,Sexual Health,10.1071/sh21123,tier1,openalex
133,Big data in the healthcare system: a synergy with artificial intelligence and blockchain technology,Reyes-González Juan Pablo; Roberto Díaz-Peregrino; Victor SOTO-ULLOA; Isabel GALVAN-REMIGIO; Castillo Paul et al.,2021,Berichte aus der medizinischen Informatik und Bioinformatik/Journal of integrative bioinformatics,10.1515/jib-2020-0035,tier1,openalex
134,COVID-19 SignSym: a fast adaptation of a general clinical NLP tool to identify and normalize COVID-19 signs and symptoms to OMOP common data model,Jingqi Wang; Noor Abu-el-rub; J. Gray; Huy Anh Pham; Yujia Zhou et al.,2021,Journal of the American Medical Informatics Association,10.1093/jamia/ocab015,tier1,openalex
135,Capital Allocation Strategies in Asset Management Firms to Maximize Efficiency and Support Growth Objectives,Tewogbade Lateefat; Folake Ajoke Bankole,2021,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2021.2.2.478-495,,openalex
136,CardioNet: a manually curated database for artificial intelligence-based research on cardiovascular diseases,Imjin Ahn; Wonjun Na; O. Kwon; D. Yang; Gyung-Min Park et al.,2021,BMC Medical Informatics and Decision Making,10.1186/s12911-021-01392-2,tier1,semantic_scholar
137,Chatbot for Health Care and Oncology Applications Using Artificial Intelligence and Machine Learning: Systematic Review,Lu Xu; Leslie Sanders; Kay Li; James C. L. Chow,2021,JMIR Cancer,10.2196/27850,tier1,openalex
138,Clinical applications of artificial intelligence and machine learning in cancer diagnosis: looking into the future,Muhammad Iqbal; Zeeshan Javed; Haleema Sadia; Ijaz A. Qureshi; Asma Irshad et al.,2021,Cancer Cell International,10.1186/s12935-021-01981-1,tier1,openalex
139,Clinical applications of artificial intelligence and machine learning‐based methods in inflammatory bowel disease,Shirley Cohen‐Mekelburg; Sameer Berry; Ryan W. Stidham; Ji Zhu; Akbar K. Waljee,2021,Journal of Gastroenterology and Hepatology,10.1111/jgh.15405,tier1,openalex
140,Comprehensive Analysis of Augmented Reality Technology in Modern Healthcare System,Jinat Ara; Faria Benta Karim; Mohammed Alsubaie; Yeasin Arafat Bhuiyan; Muhammad Ismail Bhuiyan et al.,2021,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2021.0120698,tier2,openalex
141,"Comprehensive Survey of IoT, Machine Learning, and Blockchain for Health Care Applications: A Topical Assessment for Pandemic Preparedness, Challenges, and Solutions",Muhammad Imran; Umar Zaman; Imran Imran; Junaid Imtiaz; Muhammad Fayaz et al.,2021,Electronics,10.3390/electronics10202501,tier1,openalex
142,Controlling Safety of Artificial Intelligence-Based Systems in Healthcare,Mohammad Reza Davahli; Waldemar Karwowski; Krzysztof Fiok; Thomas T. H. Wan; Hamid R. Parsaei,2021,Preprints.org,10.20944/preprints202012.0313.v2,tier1,openalex
143,Curricula that promote primary care: Time for action,J. Phillips; M. Nguyen,2021,Medical Education,10.1111/medu.14661,tier1,semantic_scholar
144,"DIGITAL TECHNOLOGY, ARTIFICIAL INTELLIGENCE AND FUTURE OF MEDICAL EDUCATION",A. S. Malik,2021,Journal of University Medical & Dental College,10.37723/jumdc.v12i2.622,tier3,semantic_scholar
145,Decision support or autonomous artificial intelligence? The case of wrong blood in tube errors,Christopher-John L Farrell,2021,Clinical Chemistry and Laboratory Medicine,10.1515/cclm-2021-0873,tier2,semantic_scholar
146,Deconstructing Canada’s efforts to integrate artificial intelligence in medicine and medical education,Semsi Kocabas; Elif Bilgiç; Andrew Gorgy; Jason M. Harley,2021,McGill Journal of Medicine,10.26443/mjm.v19i1.871,tier1,openalex
147,"Digital Technologies and Data Science as Health Enablers: An Outline of Appealing Promises and Compelling Ethical, Legal, and Social Challenges",João V. Cordeiro,2021,Frontiers in Medicine,10.3389/fmed.2021.647897,tier1,openalex
148,Digital medicine and the curse of dimensionality,Visar Berisha; Chelsea Krantsevich; P. Richard Hahn; Shira Hahn; Gautam Dasarathy et al.,2021,npj Digital Medicine,10.1038/s41746-021-00521-5,tier2,openalex
149,Drug Allergy Labels Lost In Translation: From Patient to Charts and Backwards.,A. Ramsey; E. Macy; A. Chiriac; K. Blumenthal,2021,Journal of Allergy and Clinical Immunology: In Practice,10.1016/j.jaip.2021.02.005,tier1,semantic_scholar
150,Early detection of the breast cancer using infrared technology – A comprehensive review,Aigerim Mashekova; Yong Zhao; E. Y. K. Ng; Vasilios Zarikas; S.C. Fok et al.,2021,Thermal Science and Engineering Progress,10.1016/j.tsep.2021.101142,tier2,openalex
151,Early prediction of diagnostic-related groups and estimation of hospital cost by processing clinical notes,Jinghui Liu; Daniel Capurro; Anthony Nguyen; Karin Verspoor,2021,npj Digital Medicine,10.1038/s41746-021-00474-9,tier3,openalex
152,Educating Future Physicians in Artificial Intelligence (AI): An Integrative Review and Proposed Changes.,Grunhut J; Wyatt AT; Marques O,2021,,10.1177/23821205211036836,tier1,europepmc
153,Ethics of Artificial Intelligence in Medicine and Ophthalmology.,Abdullah YI; Schuman JS; Shabsigh R; Caplan A; Al-Aswad LA,2021,,10.1097/apo.0000000000000397,tier3,europepmc
154,Evaluating the perceived utility of an artificial intelligence-powered clinical decision support system for depression treatment using a simulation center,Myriam Tanguay-Sela; David Benrimoh; Christina Popescu; Tamara Pérez; Colleen Rollins et al.,2021,Psychiatry Research,10.1016/j.psychres.2021.114336,tier2,openalex
155,Explainable Artificial Intelligence Based Framework for Non-Communicable Diseases Prediction,Khishigsuren Davagdorj; Jang‐Whan Bae; Van-Huy Pham; Nipon Theera‐Umpon; Keun Ho Ryu,2021,IEEE Access,10.1109/access.2021.3110336,tier1,openalex
156,Features of Mobile Apps for People with Autism in a Post COVID-19 Scenario: Current Status and Recommendations for Apps Using AI,Ikram Ur Rehman; Drishty Sobnath; Moustafa M. Nasralla; Maria Winnett; Aamir Anwar et al.,2021,Diagnostics,10.3390/diagnostics11101923,tier3,openalex
157,Federated Learning for Smart Healthcare: A Survey,Dinh C. Nguyen; Quoc‐Viet Pham; Pubudu N. Pathirana; Ming Ding; Aruna Seneviratne et al.,2021,arXiv (Cornell University),10.48550/arxiv.2111.08834,tier3,openalex
158,Fracture Risk Evaluation of Bone Metastases: A Burning Issue,Cyrille B. Confavreux; Hélène Follet; David Mitton; Jean‐Baptiste Pialat; Philippe Clézardin,2021,Cancers,10.3390/cancers13225711,tier2,openalex
159,G20 Compendium on the Use of Digital Tools for Public Service Continuity,OECD,2021,OECD Publishing eBooks,10.1787/6f800fd5-en,tier1,openalex
160,Glaucoma patient screening from online retinal fundus images via Artificial Intelligence,Pablo Franco; David Coronado-Gutierrez; Carlos Lopez; Xavier P. Burgos-Artizzu,2021,,10.1101/2021.02.11.21251193,tier2,crossref
161,Gynecology Meets Big Data in the Disruptive Innovation Medical Era: State-of-Art and Future Prospects,R. Khamisy-Farah; L. Furstenau; J. Kong; Jianhong Wu; Nicola Luigi Bragazzi,2021,International Journal of Environmental Research and Public Health,10.3390/ijerph18105058,tier2,semantic_scholar
162,Impact of Artificial Intelligence on Medical Education in Ophthalmology.,Valikodath NG; Cole E; Ting DSW; Campbell JP; Pasquale LR et al.,2021,,10.1167/tvst.10.7.14,tier1,europepmc
163,Implementing Machine Learning in Interventional Cardiology: The Benefits Are Worth the Trouble,Walid Ben Ali; Ahmad Pesaranghader; Robert Avram; Pavel Overtchouk; Nils Perrin et al.,2021,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2021.711401,tier1,openalex
164,In the Pursuit of Privacy: The Promises and Predicaments of Federated Learning in Healthcare,Mustafa Y. Topaloglu; Elisabeth M. Morrell; Suraj Rajendran; Ümit Topaloĝlu,2021,Frontiers in Artificial Intelligence,10.3389/frai.2021.746497,tier1,openalex
165,"Integrating Digital Technologies and Public Health to Fight Covid-19 Pandemic: Key Technologies, Applications, Challenges and Outlook of Digital Healthcare",Qiang Wang; Min Su; Min Zhang; Rongrong Li,2021,International Journal of Environmental Research and Public Health,10.3390/ijerph18116053,tier2,openalex
166,Integration of a virtual pharmacy simulation program “MyDispense” in clinical pharmacy education,Nilay Aksoy; Nur Ozturk,2021,Pharmacy Education,10.46542/pe.2021.211.604611,tier3,openalex
167,Inteligencia artificial en dermatología: ¿amenaza u oportunidad?,Antonio Martorell; A. Martín-Gorgojo; E. Ríos‐Viñuela; J.M. Rueda-Carnero; Fernando Alfageme et al.,2021,Actas Dermo-Sifiliográficas,10.1016/j.ad.2021.07.003,tier1,openalex
168,Involvement of Machine Learning Tools in Healthcare Decision Making,Senerath Mudalige Don Alexis Chinthaka Jayatilake; Gamage Upeksha Ganegoda,2021,Journal of Healthcare Engineering,10.1155/2021/6679512,tier1,openalex
169,IoT-Based Health Big-Data Process Technologies: A Survey,Hyun Seung Yoo; Roy C. Park; Kyungyong Chung,2021,KSII Transactions on Internet and Information Systems,10.3837/tiis.2021.03.009,tier1,openalex
170,Is Artificial Intelligence Transforming Dentistry Today?,Saman Tauqir,2021,Journal of Gandhara Medical and Dental Science,10.37762/jgmds.8-4.263,tier2,semantic_scholar
171,Knowledge of and Attitudes on Artificial Intelligence in Healthcare: A Provincial Survey Study of Medical Students,Mehta N; Harish V; Bilimoria K; Morgado F; Ginsburg S et al.,2021,,10.1101/2021.01.14.21249830,tier1,europepmc
172,Learning Analytics Applied to Clinical Diagnostic Reasoning Using a Natural Language Processing–Based Virtual Patient Simulator: Case Study,Raffaello Furlan; Mauro Gatti; Roberto Menè; Dana Shiffer; Chiara Marchiori et al.,2021,JMIR Medical Education,10.2196/24372,tier2,openalex
173,Letter from Greece,Κonstantinos Κostikas,2021,Respirology,10.1111/resp.14060,tier2,openalex
174,Leveraging artificial intelligence for pandemic preparedness and response: a scoping review to identify key use cases,Ania Syrowatka; Masha Kuznetsova; Ava Alsubai; Adam L. Beckman; Paul Bain et al.,2021,npj Digital Medicine,10.1038/s41746-021-00459-8,tier1,openalex
175,"Machine Learning (ML) in Medicine: Review, Applications, and Challenges",Amir Masoud Rahmani; Efat Yousefpoor; Mohammad Sadegh Yousefpoor; Zahid Mehmood; Amir Haider et al.,2021,Mathematics,10.3390/math9222970,tier2,openalex
176,Machine Learning Techniques for Biomedical Natural Language Processing: A Comprehensive Review,Essam H. Houssein; Rehab E. Mohamed; Abdelmgeid A. Ali,2021,IEEE Access,10.1109/access.2021.3119621,tier1,openalex
177,Machine Learning in Healthcare Communication,Sarkar Siddique; James C. L. Chow,2021,Encyclopedia,10.3390/encyclopedia1010021,tier1,openalex
178,Machine learning and artificial intelligence: applications in healthcare epidemiology,Alisa Hamilton; Alexandra T. Strauss; Diego A. Martínez; Jeremiah S. Hinson; Scott Levin et al.,2021,Antimicrobial Stewardship & Healthcare Epidemiology,10.1017/ash.2021.192,tier1,openalex
179,Machine learning in medicine: what clinicians should know,Jordan Sim; Qi Wei Fong; Weimin Huang; Cher Heng Tan,2021,Singapore Medical Journal,10.11622/smedj.2021054,tier1,openalex
180,Med-BERT: pretrained contextualized embeddings on large-scale structured electronic health records for disease prediction,Laila Rasmy; Yang Xiang; Ziqian Xie; Cui Tao; Degui Zhi,2021,npj Digital Medicine,10.1038/s41746-021-00455-y,tier2,openalex
181,Medical Information Mining-Based Visual Artificial Intelligence Emergency Nursing Management System,Aihua Dong; Jian Guo; Yongzhi Cao,2021,Journal of Healthcare Engineering,10.1155/2021/4253606,tier1,openalex
182,Medical Robots based on Artificial Intelligence in the Medical Education,Junxi Chen; Xiying Zhan; Yuping Wang; Xuping Huang,2021,2021 2nd International Conference on Artificial Intelligence and Education (ICAIE),10.1109/icaie53562.2021.00008,tier2,crossref
183,Medical Specialty Recommendations by an Artificial Intelligence Chatbot on a Smartphone: Development and Deployment (Preprint),Hyeonhoon Lee; Jaehyun Kang; Jonghyeon Yeo,2021,,10.2196/preprints.27460,tier1,crossref
184,Moral Decision Making in Human-Agent Teams: Human Control and the Role of Explanations,Jasper van der Waa; Sabine Verdult; Karel Van den Bosch; Jurriaan van Diggelen; Tjalling Haije et al.,2021,Frontiers in Robotics and AI,10.3389/frobt.2021.640647,tier3,openalex
185,NLP-Based Prediction of Medical Specialties at Hospital Admission Using Triage Notes,Émilien Arnaud; Mahmoud Elbattah; M. Gignon; Gilles Dequen,2021,IEEE International Conference on Healthcare Informatics,10.1109/ichi52183.2021.00103,tier1,semantic_scholar
186,Natural Language Processing to Estimate Clinical Competency Committee Ratings.,Abbott KL; George BC; Sandhu G; Harbaugh CM; Gauger PG et al.,2021,,10.1016/j.jsurg.2021.06.013,tier1,europepmc
187,Neural Language Models with Distant Supervision to Identify Major Depressive Disorder from Clinical Notes,Bhavani Singh Agnikula Kshatriya; Nicolás A. Núñez; Manuel Gardea‐Resendez; Euijung Ryu; Brandon J. Coombes et al.,2021,arXiv (Cornell University),10.48550/arxiv.2104.09644,tier1,openalex
188,Neural Representations of Concepts and Texts for Biomedical Information Retrieval,Jiho Noh,2021,UKnowledge (University of Kentucky),10.13023/etd.2021.094,tier1,openalex
189,Online academic community in the Asia‐Pacific countries: The paragon of a metamorphic world,Prithvi Sanjeevkumar Gaur; Sreoshy Saha; Himantha Atukorale; Irwin Lim; Cheng Yew Kuang et al.,2021,International Journal of Rheumatic Diseases,10.1111/1756-185x.14196,tier1,openalex
190,"Personalized medicine in surgical treatment combining tracking systems, augmented reality and 3D printing","Moreta Martínez, Rafael",2021,,10.3791/60618,tier3,core
191,"Predicting adult neuroscience intensive care unit admission from emergency department triage using a retrospective, tabular-free text machine learning approach",Eyal Klang; Benjamin Kummer; Neha Dangayach; Amy Zhong; Arash Kia et al.,2021,Scientific Reports,10.1038/s41598-021-80985-3,tier1,openalex
192,Predictive modeling in neurocritical care using causal artificial intelligence.,Dang J; Lal A; Flurin L; James A; Gajic O et al.,2021,,10.5492/wjccm.v10.i4.112,tier1,europepmc
193,Preparing for medical education after the COVID-19 pandemic: insightology in medicine.,Choe YH,2021,,10.3946/kjme.2021.196,tier1,europepmc
194,"Presenting artificial intelligence, deep learning, and machine learning studies to clinicians and healthcare stakeholders: an introductory reference with a guideline and a Clinical AI Research (CAIR) ",Jakub Olczak; John Pavlopoulos; Jasper Prijs; Frank F. A. IJpma; Job N. Doornberg et al.,2021,Acta Orthopaedica,10.1080/17453674.2021.1918389,tier1,openalex
195,Prevention of Suicidal Relapses in Adolescents With a Smartphone Application: Bayesian Network Analysis of a Preclinical Trial Using In Silico Patient Simulations.,Stephane Mouchabac; Philippe Leray; Vladimir Adrien; Fanny Gollier-Briant; Olivier Bonnot,2021,Journal of medical Internet research,10.2196/24560,tier2,pubmed
196,Quality Management System for Clinical Nutrition (Preprint),Jin Wang; Xianghua Ma,2021,,10.2196/preprints.27285,tier1,semantic_scholar
197,"Real-time multi-agent systems: rationality, formal model, and empirical results",Davide Calvaresi; Yashin Dicente Cid; Mauro Marinoni; Aldo Franco Dragoni; Amro Najjar et al.,2021,Autonomous Agents and Multi-Agent Systems,10.1007/s10458-020-09492-5,tier2,openalex
